credit_id,department,gender,crew_id,job,name,profile_part
595e3f5ec3a36828fc07cc3a,Visual Effects,0,1804229,Visual Effects Coordinator,Kiril Georgiev,
595e3f7e9251410c560837e4,Crew,0,1458996,Visual Effects Editor,Desislava Lazarova,
595e3f92c3a368293b08eb7b,Crew,0,1412711,Visual Effects Editor,Nikolay Pachov,
595e3fb0c3a36828fc07cc6e,Visual Effects,0,1355964,Visual Effects Producer,Danail Hadzhiyski,
595e3fce9251410c5608382f,Visual Effects,2,1202317,Visual Effects Supervisor,Aleksandar Aleksiev,/gqdhOq7ghD2QUl1QRCo5I4rlS9H.jpg
595e3fef9251410bfa08c342,Visual Effects,0,1652684,VFX Editor,Daniel Ivanov,
595e4004c3a36828fc07ccc1,Visual Effects,2,1640711,VFX Supervisor,Stanislav Dragiev,
595e401b92514121f006ce72,Crew,0,1845988,Special Effects Coordinator,Elena Zhekova,
595e4045c3a36825e807f8ae,Sound,0,1116884,ADR Supervisor,Gord Hillier,
595e4054c3a368265d0850a0,Editing,0,1116884,Dialogue Editor,Gord Hillier,
595e406ec3a36825e807f8d1,Sound,0,1379431,Boom Operator,Petar Kadiiski,
595e4080c3a368253c07afd6,Sound,0,1337669,Boom Operator,Kiril Kaloyanov,
595e40929251415a40058ddd,Sound,0,1454140,Foley,Tapio Liukkonen,
595e40ae9251410bfa08c409,Sound,0,1640712,Sound Designer,Ryan Nowak,
595e40c6c3a368265d08511e,Sound,0,1846000,Sound Effects Editor,Russell Gorsky,
595e40e4c3a3680dec05d3b6,Sound,0,1640714,Supervising Sound Editor,Kris Casavant,
595e40fdc3a368253c07b034,Costume & Make-Up,0,1463990,Key Hair Stylist,Marta Stoimenova,
595e410f9251410bfa08c47f,Costume & Make-Up,0,1429341,Key Makeup Artist,Valentin Valov,
595e4121c3a36828fc07cdc3,Costume & Make-Up,0,1369373,Makeup Artist,Mariana Love,
595e41359251415a40058e84,Costume & Make-Up,1,1327184,Makeup Artist,Yana Stoyanova,
59961cf19251412512005c54,Directing,0,1135302,Second Assistant Director,Asya Chakarova,
59961d01c3a3686d0a005c06,Directing,2,1350254,Second Assistant Director,Dian Hristov,/3BHlDkTwRoGggCxVyMVsEuj6jqk.jpg
59961d12c3a3686db3006309,Directing,0,1871771,Second Assistant Director,Monika Hristova,
59961d229251412530005c06,Directing,0,1871772,Second Assistant Director,Galina Kyuchukova,
59961d309251412527005f0c,Directing,0,1536192,First Assistant Director,Eric Parenteau,
59961d3e9251412530005c29,Directing,0,1871774,Third Assistant Director,Edis Seliminski,
59961d62c3a3686d0a005c6e,Sound,0,1824508,ADR & Dubbing,Carlos Sotolongo,
59961d7f9251412530005c73,Sound,0,1572421,Dialogue Editor,Aaron Olson,
59961dda9251412521005c70,Sound,0,1337669,Sound Mixer,Kiril Kaloyanov,
52fe421dc3a36847f8005383,Directing,0,2000,Director,Lewis Milestone,/qBEYKHYyjbMoaJBZtQgVe6fVa5v.jpg
52fe421dc3a36847f8005389,Writing,2,2001,Novel,Erich Maria Remarque,/oIsz52RqWvyrlFonKFpEqO1XgaP.jpg
52fe421dc3a36847f800538f,Writing,2,2003,Adaptation,Del Andrews,
52fe421dc3a36847f8005395,Writing,2,2004,Screenplay,George Abbott,/fFnbYNzHLfQjxl3BH6u7glnXwL1.jpg
52fe421dc3a36847f800539b,Production,2,1557,Producer,Carl Laemmle Jr.,/hxZVAnYE16aGEa3ihIastQQUQWU.jpg
52fe421dc3a36847f80053a1,Camera,2,2005,Director of Photography,Arthur Edeson,/6sjR4iLB5yKlJDPfIxdEey4yVp2.jpg
52fe421dc3a36847f80053a7,Editing,2,2006,Editor,Edgar Adams,
52fe421ec3a36847f80053dd,Sound,2,2085,Original Music Composer,David Broekman,
52fe421ec3a36847f80053e3,Writing,2,67807,Adaptation,Maxwell Anderson,/fNn8i1ktvg2IKtiImHQlvMBH5wD.jpg
52fe421ec3a36847f80053e9,Sound,0,1102214,Original Music Composer,Sam Perry,
52fe421ec3a36847f80053ef,Sound,2,30268,Original Music Composer,Heinz Roemheld,
52fe421ec3a36847f80053f5,Editing,2,1552,Editor,Milton Carruth,
52fe421ec3a36847f80053fb,Editing,2,31764,Editor,Edward L. Cahn,/zOfioYboYmIccRlwg0kBM7cqCCt.jpg
52fe421ec3a36847f8005401,Camera,2,70,Director of Photography,Karl Freund,/rp4KICz1DHmkYRlzkrqKWwWZm9U.jpg
5572b0afc3a36870940011d7,Writing,2,2003,Writer,Del Andrews,
5572b0c19251411161001d2e,Writing,2,67807,Writer,Maxwell Anderson,/fNn8i1ktvg2IKtiImHQlvMBH5wD.jpg
56f01676c3a368718e00014d,Art,2,3945,Art Direction,Charles D. Hall,
56f01688c3a368717d000168,Art,0,1593839,Art Direction,William R. Schmidt,
56f016b0c3a3687179000149,Sound,2,2085,Music Supervisor,David Broekman,
5648d02dc3a3682605007df6,Sound,2,3098,Music,Nino Rota,/v42v3uM7jqwoZxDJ8MlEtT6Ol7a.jpg
5648d0269251413ad700812a,Production,2,5398,Producer,Dino De Laurentiis,/l5skcaSr7QLDMOpAahznDjUW9Ec.jpg
5648d07fc3a3682601008599,Costume & Make-Up,0,5681,Costume Design,Piero Gherardi,
53c862f90e0a26648d0001f2,Writing,0,5810,Story,Luciano Vincenzoni,
53c862210e0a26648d0001d7,Writing,2,5811,Writer,Agenore Incrocci,/radxkfrIVLjPDzCef9aER1aWkc4.jpg
53c862b80e0a2664930001ea,Writing,2,5812,Writer,Furio Scarpelli,
5648d0769251413e7f007c49,Costume & Make-Up,2,9247,Costume Design,Danilo Donati,
5648d065c3a368260c0082f1,Editing,0,14269,Editor,Adriana Novelli,
5648d0439251413acc00824a,Camera,2,15131,Director of Photography,Giuseppe Rotunno,
5648d03ac3a3682620008558,Camera,0,21233,Director of Photography,Roberto Gerardi,
52fe48e1c3a36847f817e7a7,Directing,0,32375,Director,Mario Monicelli,/3AWi7C76eGO3WxZgvRavzxq2x5q.jpg
53c862330e0a26648d0001d9,Writing,0,32375,Writer,Mario Monicelli,/3AWi7C76eGO3WxZgvRavzxq2x5q.jpg
5648d06fc3a3682601008597,Art,2,32382,Production Design,Mario Garbuglia,
5648d04c9251413acf0082e8,Camera,0,238464,Director of Photography,Leonida Barboni,
53c862840e0a26648d0001df,Writing,0,1342813,Writer,Carlo Salsa,
5648d05dc3a3682611008153,Camera,0,1536652,Director of Photography,Giuseppe Serrandi,
52fe46b79251416c9105d4fd,Directing,2,20556,Director,Bertrand Tavernier,/ocgD7ghWJ8DmBRPQcaNt8YMZSuj.jpg
53d6bd410e0a2603400000ae,Writing,0,1347177,Writer,Morgan Sportes,
53d6bd5c0e0a2603340000a6,Writing,2,20556,Writer,Bertrand Tavernier,/ocgD7ghWJ8DmBRPQcaNt8YMZSuj.jpg
53d6bd6d0e0a2603340000aa,Writing,0,133050,Writer,Colo Tavernier,
52fe45c5c3a368484e06df2b,Directing,0,28236,Director,Daniel Haller,
536003990e0a266274000042,Writing,2,67054,Novel,H.P. Lovecraft,/yV6ZvyxMaghmmeaf97ZlLCLCpSt.jpg
54acaaecc3a36822b700524d,Writing,2,1014561,Screenplay,Rolando Colla,
54acaaf492514155f2004fa3,Writing,0,1410073,Screenplay,Claudia Lorenz,
54acaaa3c3a3682352004ff9,Directing,0,1410073,Director,Claudia Lorenz,
52fe4d45c3a36847f8257dfd,Directing,2,37710,Director,Peter Hyams,/dAuDsStGGlUESaaAYQf0GCE2JWo.jpg
52fe4aab9251416c750ea167,Directing,0,99436,Director,Chang Cheh,/j7LvKn8fvkp52Txw76YF7lGr600.jpg
52fe4aab9251416c750ea171,Writing,2,70675,Writer,Ni Kuang,/41TVqxyNekPr2HQR4IhUuIXhPzZ.jpg
557bbf0fc3a3686323001071,Production,2,21918,Producer,Run Run Shaw,/e3azWtlmEQrQtJ5HxbRte935aFq.jpg
55d5e50a92514102c8004610,Editing,2,43913,Editor,Chiang Hsing-Lung,/4rJVpsyq1UA2JoMQDdvGSbvzxMh.jpg
52fe4812c3a36847f8156e4f,Directing,0,145169,Director,Martyn Pick,
52fe4812c3a36847f8156e55,Writing,2,145170,Screenplay,Dan Abnett,/mql9kTYIjPOoCsLilrh9hSMV4pn.jpg
52fe4812c3a36847f8156e5b,Production,0,145171,Producer,David Kerney,
52fe4812c3a36847f8156e61,Production,0,67691,Producer,Bob Thompson,
52fe492d9251416c910a51d7,Directing,2,5058,Director,Roger Christian,
52fe492d9251416c910a51dd,Writing,2,34721,Writer,Larry Bishop,/blmoGBCRnKtkatY4F6aB7uCfWzz.jpg
54ecea37c3a3680b8000257d,Directing,0,127330,Director,Wiktor Grodecki,
52fe45a4c3a36847f80d25a9,Directing,2,201,Director,Michel Gondry,/a0uLwuRoAiELs02gJhNX14WqzV9.jpg
52fe45a4c3a36847f80d25df,Production,1,6410,Casting,Francine Maisler,/7kOKhRSuwDXqyd2Dm2xdWdi18lQ.jpg
52fe45a4c3a36847f80d25cd,Camera,2,892,Director of Photography,John Schwartzman,
52fe45a4c3a36847f80d25d3,Editing,2,908,Editor,Michael Tronick,
52fe45a4c3a36847f80d25c7,Sound,2,1213,Original Music Composer,James Newton Howard,/5UTEMYS7rydwe7ooOmj2dLRFuu2.jpg
52fe45a4c3a36847f80d25e5,Costume & Make-Up,1,6209,Costume Design,Kym Barrett,
52fe45a4c3a36847f80d25d9,Art,2,9343,Production Design,Owen Paterson,
52fe45a4c3a36847f80d25eb,Production,2,11874,Producer,Neal H. Moritz,/cNcsEYmoS4niCz3UkVAA09dUIob.jpg
52fe45a4c3a36847f80d25b5,Writing,2,19274,Screenplay,Seth Rogen,/3U9s4dvXQuk1l3ZT3MqwqpmeRqI.jpg
52fe45a4c3a36847f80d25af,Writing,2,54734,Screenplay,Evan Goldberg,/gtTTJrNtgCHHyjgLlmb9NWlZav1.jpg
52fe45a4c3a36847f80d25bb,Writing,0,124646,Characters,Fran Striker,
52fe45a4c3a36847f80d25c1,Writing,0,124647,Characters,George W. Trendle,
553c299dc3a3683c48002ca3,Crew,2,1412756,Visual Effects Editor,Chris O'Connell,
554913da92514104c7000212,Visual Effects,0,1463182,VFX Artist,Aaron Williams,
5692a9f9c3a3685c540003c6,Crew,2,1552521,Stunts,Brian Avery,/w1IlD3q192i2JmCW8TLNMP5nDB3.jpg
5861791ac3a3681a7d03073e,Sound,2,3278,Music,Mark Adler,
58617907c3a3681a77032bf8,Editing,1,3394,Editor,Lynzee Klingman,
5861790e92514115ca034246,Editing,0,45536,Editor,Mallory Gottlieb,
5861982592514115c00353fa,Editing,0,53009,Additional Editing,Lois Freeman-Fox,
5861792392514115ca03425f,Camera,0,548152,Director of Photography,Claudio Rocha,
586198e0c3a3681a6f03498f,Crew,2,943901,Sound Design Assistant,Jake Eberle,
58617abfc3a3681a68038d31,Writing,0,994323,Screenplay,Kayo Hatta,
52fe440b9251416c91003047,Directing,0,994323,Director,Kayo Hatta,
58617a0192514115c00336d7,Writing,0,994323,Story,Kayo Hatta,
5861982f92514115d3035b69,Editing,2,1084139,First Assistant Editor,Robert Komatsu,
586198d89251414e3a0102ac,Sound,0,1340003,Sound Designer,Jonathan Miller,
586198fb92514115c403751c,Editing,0,1376902,Dialogue Editor,Gwendolyn Yates Whittle,
586198f292514115c70363bb,Editing,0,1400812,Dialogue Editor,Hugh Waddell,
58619600c3a3681a6803a926,Art,0,1403428,Location Scout,Renee Confair,
58619837c3a3681a650308b8,Editing,2,1413127,First Assistant Editor,Gordon Antell,
5861992692514115c70363f9,Crew,0,1442237,Stunt Coordinator,Colin C.L. Fong,
5861979792514115c0035365,Costume & Make-Up,0,1458084,Hairstylist,Chantal Boom'la,
58617944c3a3681a72037619,Production,0,1493438,Associate Producer,Nina Blake,
58619853c3a3681a620371d7,Sound,0,1550619,Music Editor,Joanie Diener,
586195d09251414e3a01000c,Production,1,1593518,Line Producer,Dana Satler Hankins,
58617aea92514115c40356e2,Production,1,1593544,Producer,Lisa Onodera,
586196aa92514115d30359ed,Directing,0,1614184,Script Supervisor,Irish Barber,
586197b992514115c703627e,Camera,0,1614184,Grip,Irish Barber,
586177c692514115cf032d30,Costume & Make-Up,0,1728248,Costume Design,Ada Akaji,
5861782f92514115c7034360,Art,0,1728249,Production Design,Paul Guncheon,
5861793d92514115c40354fe,Production,0,1728250,Associate Producer,Eleanor R. Nakama,
586179b0c3a3681a68038bf2,Production,0,1728251,Co-Executive Producer,Paul Mayersohn,
58617ac7c3a3681a68038d3c,Writing,0,1728252,Screenplay,Mari Hatta,
58617a1292514115be032fc2,Writing,0,1728252,Story,Mari Hatta,
58617ad2c3a3681a7d0308fc,Production,0,1728253,Executive Producer,Diane Mei Lin Mark,
58617a2f92514115c00336ff,Writing,0,1728253,Story,Diane Mei Lin Mark,
5861935e92514115cf0346da,Production,0,1728294,Casting,Anna Fishburn,
5861948d92514115c40370f7,Production,1,1728296,Casting,Yumi Takada,
586195f8c3a3681a650306c8,Production,0,1728297,Production Coordinator,Marilyn Carrera Killeri,
5861960c92514115be034aa4,Directing,0,1728298,Script Supervisor,Summer Banner,
586196539251414e3a01007e,Directing,1,1728299,Script Supervisor,Angela Robinson,
586196a392514115be034b1f,Directing,0,1728302,Script Supervisor,Janet Holman,
586196bdc3a3681a6203701e,Camera,0,1728303,First Assistant Camera,Mike Weisbrod,
586196fdc3a3681a6803aa1d,Sound,0,1728304,Sound Mixer,Susan Moore-Chong,
58619755c3a3681a77034827,Sound,0,1728307,Boom Operator,John Reynolds,
58619762c3a3681a77034836,Art,0,1728308,Construction Coordinator,Shell Dalzell,
5861976cc3a3681a6f03483a,Crew,0,1728309,Property Master,Leslie Craig,
5861977a92514115c40373bc,Costume & Make-Up,0,1728310,Makeup Department Head,Bryan Furer,
5861978692514115be034bf4,Costume & Make-Up,0,1728311,Hair Department Head,Newton Koshi,
5861978ec3a3681a620370f9,Costume & Make-Up,0,1728313,Makeup Artist,Cindy Stratt,
586197a8c3a3681a6503082e,Costume & Make-Up,0,1728314,Assistant Costume Designer,Michael Pacciorini,
586197bf92514115c003538b,Camera,0,1728315,Grip,Kolo Barber,
586197f9c3a3681a6203716c,Lighting,0,1728316,Gaffer,Bob Johnson,
58619804c3a3681a6b035254,Lighting,0,1728317,Gaffer,Dave Sullivan,
5861981a9251414e3a010205,Crew,0,1728318,Post Production Supervisor,Mary F. Jansen,
586198e992514115cf034c5a,Editing,0,1728326,Dialogue Editor,Barbara McBain,
5861993492514115c703640e,Crew,0,1728329,Special Effects,Archie Ahuna,
5861994192514115d3035c6f,Crew,0,1728331,Special Effects,Mike van Arkel,
5861996992514115c703643d,Crew,0,1728333,Post Production Assistant,Francis Badzey,
58619972c3a3681a6803ac95,Crew,0,1728334,Post Production Assistant,Bruce Westcott,
5861999092514115cf034d03,Crew,0,1728335,Unit Publicist,Karen Kodner,
5861999c92514115c40375bb,Crew,0,1728336,Unit Publicist,Yuki Sakamura,
586199b3c3a3681a6803acdb,Editing,0,1728338,Color Timer,Ray Morfino,
52fe464d9251416c7507407d,Directing,2,36083,Director,Kevin Allen,/be76iefw66VcgYUkWmHUCypM0PM.jpg
52fe464d9251416c75074083,Writing,2,36083,Writer,Kevin Allen,/be76iefw66VcgYUkWmHUCypM0PM.jpg
55449b949251414c920015e8,Production,2,9149,Producer,Peter McAleese,
55449bbac3a368573b0010ee,Sound,2,62086,Music,Mark Thomas,/1QI1g9bPABLyFg6RtxaY0YGf988.jpg
55449bcdc3a3680cd9003de5,Camera,2,943,Director of Photography,John Mathieson,
55449beac3a3680cd5003f64,Editing,0,18077,Editor,Oral Norrie Ottey,
55449bfbc3a3680ce6003fdd,Production,1,16363,Casting,Nina Gold,/kljYhRvTAqQfX198mjz0ITP0hFM.jpg
55449c2a925141499f000270,Art,0,1462070,Production Design,Pat Campbell,
55449ed5c3a368573b001137,Art,0,1462071,Art Direction,Dave Arrowsmith,
55449f129251414c9200163b,Art,0,1462072,Art Direction,Jean Kerr,
55449f2cc3a36856e50011db,Costume & Make-Up,0,9006,Costume Design,Rachael Fleming,
55449f5ac3a36856e50011e3,Costume & Make-Up,0,1427823,Makeup Department Head,Graham Johnston,
55449f6d92514119e0001346,Costume & Make-Up,0,1462074,Makeup Artist,Sarah Cherry,
52fe43569251416c7500c8cd,Directing,2,2725,Director,Rainer Werner Fassbinder,/27Zgw5CeRiPR2yTyoXVvWYvarLV.jpg
52fe43569251416c7500c8d3,Writing,2,2725,Screenplay,Rainer Werner Fassbinder,/27Zgw5CeRiPR2yTyoXVvWYvarLV.jpg
52fe43569251416c7500c8d9,Camera,2,10616,Director of Photography,Dietrich Lohmann,
52fe43569251416c7500c8df,Editing,0,2737,Editor,Thea Eymèsz,
55b587c8c3a36830020150f9,Art,2,21997,Production Design,Kurt Raab,/wVtzUW8bi4Xmupsjoms369qjIKG.jpg
55b587d29251411e1401590b,Costume & Make-Up,2,21997,Costume Design,Kurt Raab,/wVtzUW8bi4Xmupsjoms369qjIKG.jpg
55b587dcc3a3682190007684,Costume & Make-Up,0,1490724,Costume Design,Uta Wilhelm,
55b587eac3a368219000768a,Production,1,45195,Production Manager,Ingrid Caven,/lTgtHMJoUVYd9zmak0WvhzeGHOE.jpg
55b587fa925141736400741c,Production,0,1359067,Unit Production Manager,Christian Hohoff,
55b58805c3a36830020150ff,Production,2,2742,Unit Production Manager,Karl Scheydt,
55b5881cc3a368297e0031aa,Directing,2,23668,Assistant Director,Harry Baer,/hSEFn3qQ1ldC9IQoysxuol8YCYi.jpg
52fe4f29c3a36847f82c1c9f,Directing,2,25882,Director,Brad Turner,/hU7Z2UiAjfbMeZsEFtQdRWZVX2F.jpg
52fe4f29c3a36847f82c1cab,Camera,0,52081,Director of Photography,Albert J. Dunk,
52fe4f29c3a36847f82c1ca5,Writing,0,1215978,Writer,Bruce Zimmerman,
52fe46fcc3a368484e0aef35,Directing,2,6648,Director,Ingmar Bergman,/rHYYP3N2ivz6WTuTHsLX58Gab7G.jpg
52fe46fcc3a368484e0aef3b,Writing,2,6648,Writer,Ingmar Bergman,/rHYYP3N2ivz6WTuTHsLX58Gab7G.jpg
59bee0b0925141472a00502c,Camera,2,11905,Director of Photography,Sven Nykvist,/2S1wtqPzCUlAMVpor5o0YHkme21.jpg
59bee0c8c3a3682feb005207,Art,0,11908,Production Design,Mago,
59bee0d2c3a3682fb80053d8,Costume & Make-Up,0,11908,Costume Design,Mago,
59bee0a192514146fa005161,Production,0,11909,Producer,Lars-Owe Carlberg,
59bee0eac3a368300e004f90,Sound,0,11910,Sound Designer,Lennart Engholm,
59bee0fec3a36830650048ea,Sound,0,11914,Sound Mixer,Olle Jacobsson,
59bee0ba9251414720005153,Editing,0,67522,Editor,Siv Lundgren,
59bee0f3c3a3682feb005233,Sound,0,568612,Sound Designer,Berndt Frithiof,
59bee10ac3a368301f004a77,Sound,0,1188822,Sound Effects,Nils Skeppstedt,
59bee0ddc3a36830750056c4,Costume & Make-Up,0,1526483,Makeup Artist,Börje Lundh,
58bfebddc3a3686945005e2a,Sound,2,50772,Original Music Composer,David Torn,
52fe45bf9251416c7506127f,Directing,2,56661,Director,Jonathan Levine,/gfJOKZPSbpzls7FV0Ogv4IpEeXh.jpg
53ea7bbcc3a3686547000055,Writing,2,56661,Writer,Jonathan Levine,/gfJOKZPSbpzls7FV0Ogv4IpEeXh.jpg
53ea7c1fc3a368654c000057,Production,0,56666,Producer,Keith Calder,
58bfec1b9251412e2a006869,Editing,0,56673,Editor,Josh Noyes,
58bfec449251412e0e00699d,Art,1,964595,Production Design,Annie Spitz,
58bfebeb9251412e03006d85,Camera,1,1312510,Director of Photography,Petra Korner,
52fe4223c3a36847f8006c57,Directing,2,2127,Director,James Wan,/d1LSKfzi5J6QngWS7niN1zPJdud.jpg
56f5fec79251417cb7000347,Writing,2,2127,Story,James Wan,/d1LSKfzi5J6QngWS7niN1zPJdud.jpg
56f5feb2c3a3686a67001960,Writing,2,2128,Writer,Leigh Whannell,/18dtzbzEGkyHC7AjgDZY15F7X7q.jpg
56f5feb992514155fe0018fb,Writing,2,2128,Story,Leigh Whannell,/18dtzbzEGkyHC7AjgDZY15F7X7q.jpg
52fe4223c3a36847f8006ca3,Production,2,2145,Producer,Mark Burg,
52fe4223c3a36847f8006ca9,Production,2,2146,Producer,Gregg Hoffman,
52fe4223c3a36847f8006caf,Production,2,2147,Producer,Oren Koules,
52fe4223c3a36847f8006cb5,Sound,2,2148,Original Music Composer,Charlie Clouser,
52fe4223c3a36847f8006cbb,Camera,2,2149,Director of Photography,David A. Armstrong,
52fe4223c3a36847f8006cc1,Editing,2,2150,Editor,Kevin Greutert,/ffijXhDTs8Up2YQyKRQFIjk5fwc.jpg
52fe4223c3a36847f8006cc7,Production,1,2151,Casting,Amy Lippens,
591a20ea9251415723060986,Visual Effects,2,8911,Visual Effects Coordinator,Mark Allan,
557a06839251417f6c00037f,Production,0,51026,Co-Producer,Daniel J. Heffner,
591a1e1e92514159c105cc3b,Directing,0,51026,First Assistant Director,Daniel J. Heffner,
557a069b9251417f810003bb,Production,0,51029,Executive Producer,Stacey Testro,
557a066b9251417f76000385,Production,2,51030,Executive Producer,Peter Block,
557a06769251417f6c00037d,Production,2,51032,Executive Producer,Jason Constantine,
536b98d20e0a2647d800c1b6,Costume & Make-Up,0,62587,Costume Design,Jennifer L. Soulages,
591a1fcac3a36842c10614f4,Sound,0,80810,Foley,Jeremy Balko,
536b992c0e0a2647d100bc13,Art,1,141301,Production Design,Julie Berghoff,
591a1f98c3a36842d606187a,Production,0,1001817,Production Manager,Richard H. Prince,
557a0690c3a368035400038e,Production,0,1001817,Co-Producer,Richard H. Prince,
591a1ff0c3a368371b050e44,Sound,0,1136753,Music Editor,Cameron Allan,
591a20b7925141572306096a,Visual Effects,2,1280435,Special Effects Supervisor,Thomas L. Bellissimo,/wuM4lfVxABrFpd1fljCYJkd2v7l.jpg
56f5ff14925141560a0016c6,Costume & Make-Up,0,1295780,Prosthetic Supervisor,Rocky Faulkner,
591a1cd7c3a3683fb6059226,Costume & Make-Up,2,1316296,Makeup Artist,Scott Eddo,
536b990b0e0a2647c800c54a,Costume & Make-Up,0,1317667,Makeup Department Head,Eleanor Sabaduquia,
536b99420e0a2647ce00bc0b,Art,0,1317668,Art Direction,Nanet Harty,
591a2034c3a3683fb6059442,Sound,0,1339989,Sound Effects Editor,Randy Babajtis,
53be6c170e0a26157c003bcf,Sound,0,1340003,Sound Designer,Jonathan Miller,
53be6c2b0e0a26157f003e14,Sound,0,1340003,Supervising Sound Editor,Jonathan Miller,
591a1fafc3a3683a9305b9fb,Sound,0,1349969,Boom Operator,Speed Ratliff,
591a2088925141061e058542,Visual Effects,0,1364422,Digital Compositors,Derek Bird,
591a2118925141061e0585bc,Visual Effects,0,1387777,Visual Effects Producer,Andrew Midgley,
591a1dcfc3a36840aa056cb2,Crew,0,1389621,Stunt Coordinator,Keith Adams,
591a1c48c3a368371b050b85,Camera,0,1394414,First Assistant Camera,Josh Harrison,
591a1e08c3a36842c1061393,Crew,0,1433954,Video Assist Operator,Martin Glover,
591a1eaec3a36842d60617c5,Lighting,0,1463809,Electrician,Thomas Kuo,
557a0661c3a3680354000387,Production,0,1476346,Associate Producer,Lark Bernini,
